Title,Runtime,Artist,Album,Genre
Do You Believe In Magic?,2:05,The Lovin' Spoonful,Platinum & Gold Collection: The Lovin' Spoonful,Pop
Do Ya Thang,4:22,PRhyme,PRhyme 2,Hip-Hop
Do Something,5:12,The Eagles,Long Road Out Of Eden [Disc 1],Rock
Do Not Go Gently,3:41,Animals As Leaders,Weightless,Rock
Do For Love,4:03,Yelawolf,Trial By Fire,Hip-Hop/Rap
DMV,4:58,Primus,Pork Soda,Hard Rock
The Divine Falsehood,4:24,Job For A Cowboy,Genesis,Death Metal
Divide,5:53,Eidola,Degeneraterra,Rock
Disturbia,4:02,The Cab,Punk Goes Pop Volume 2,Punk
Distant Bells,7:23,Leprous,Pitfalls,Rock
Dissimulation,2:48,Born Of Osiris,The Discovery,Metal
Dismantle. Repair. [Acoustic Version],4:34,Anberlin,Lost Songs,Alternative
Dismantle. Repair.,4:19,Anberlin,Cities,Alternative
Disenchanted,4:55,My Chemical Romance,The Black Parade,Alternative
The Discovery,8:17,Cloudkicker,The Discovery,
Disciples,1:48,Tame Impala,Currents,Alternative
Disasterology,3:27,Pierce The Veil,Selfish Machines Deluxe Edition,Post Hardcore
Disappear,5:15,Yelawolf,Love Story,Hip-Hop/Rap
Disappear,3:37,Anberlin,New Surrender,Alternative
Dirty White Boy,3:37,Foreigner,The Very Best of Foreigner,Rock
Dirty Christmas,5:15,Jonny Craig,Dirty Christmas - Single,Pop
Dirt Road,2:06,Yelawolf,Best Of Freestyles,
Director's Cut (Michael Myers & Superman),4:46,Travis Barker & Yelawolf,Psycho White - EP,Hip Hop/Rap
Dinosaur Boss Battle,6:21,Closure In Moscow,Pink Lemonade,Alternative
Dinner's Ready,1:10,Marc Rebillet,Loop Daddy III,R&B/Soul
Dinner,4:28,Unprocessed,Gold,Alternative
Dim Ignition,2:16,Between the Buried and Me,Coma Ecliptic,Metal
Digital Veil,3:30,The Human Abstract,,Metal
Digital Veil,3:30,The Human Abstract,Digital Veil,Metal
Digital Booklet - The Titan,,"Oh, Sleeper",The Titan - EP,Metal
Digital Booklet - Songs of Innocence,,U2,Songs of Innocence,Rock
Digital Booklet - Psycho White - EP,,Travis Barker & Yelawolf,Psycho White - EP,Hip-Hop/Rap
Diggin' My Own Grave,5:42,The Showdown,,Christian Metal
Diggin' My Own Grave,5:42,The Showdown,Blood In The Gears,Christian Metal
Die Another Day,3:41,Dance Gavin Dance,Jackpot Juicer,Rock
Didn't Want to Have to Do It,2:36,The Lovin' Spoonful,Platinum & Gold Collection: The Lovin' Spoonful,Pop
Didn't I Get the Message,3:03,Tilian,Perfect Enemy,Alternative
Did You Ever Have to Make Up Your Mind?,2:00,The Lovin' Spoonful,Platinum & Gold Collection: The Lovin' Spoonful,Pop
Dick In a Box (feat. Justin Timberlake),2:41,The Lonely Island,Incredibad,Comedy
Diamonds aren't forever,3:48,Bring Me The Horizon,Suicide Season,Deathcore
Diamonds And Why Men Buy Them,3:31,Pierce The Veil,A Flair For The Dramatic,Punk
Diamond,3:33,Jonny Craig,Find What You Love And Let It Kill You,Pop
Dew,3:15,Chon,Newborn Sun,Rock
Devotion (Instrumental),3:27,Thomas Giles,Velcro Kid,Rock
Devotion (feat. Jake Troth),3:27,Thomas Giles,Velcro Kid,Rock
Devil's Advocate,3:37,Upon A Burning Body,The World Is Ours,Deathcore
Devil Without A Clue,4:15,Far-Less,,Rock
Devil Without A Clue,4:15,Far-Less,A Toast To Bad Taste,Rock
The Devil Net,3:48,Thomas Giles,Modern Noise,Rock
Devil in My Veins,3:59,Yelawolf,Love Story,Hip-Hop/Rap
Devastate,4:35,Born Of Osiris,The Discovery,Metal
Destrier,2:20,Agent Fresco,Destrier,Alternative
Desperate Lie,3:25,Whale Bones,Island Fire,Alternative
Desperate,4:29,Kurt Travis,Everything Is Beautiful,Alternative
Desperado,4:15,The Eagles,Hell Freezes Over [Live],Rock
Desolate. Magnificent.,3:19,Tides of Man,Young and Courageous,Instrumental
Desires,3:06,Anberlin,Vital,Christian Alt-Rock
Desire Be Desire Go,4:26,Tame Impala,InnerSpeaker,Alternative
Desiderata,3:54,The Human Abstract,Nocturne,Rock
Descent,4:41,Tides of Man,Empire Theory,Rock
Depraved,5:25,Anberlin,"Dark Is The Way, Light Is A Place",Alternative
Departure,0:30,Andrew Prahlow,Outer Wilds: Echoes of the Eye (The Lost Reels) [Deluxe Original Game Soundtrack],Soundtrack
Deny It All,3:34,The Dear Hunter,The Color Spectrum: The Complete Collection,Alternative
Dendrochronology (Instrumental),5:06,Eidola,"To Speak, To Listen (Instrumental)",Rock
Dendrochronology,5:00,Eidola,"To Speak, To Listen",Rock
Demon Teeth,2:59,The Color Morale,My Devil In Your Eyes,
Demon Rat,3:49,BackWordz,Veracity,Metal
Democracy Sucks,3:31,BackWordz,Veracity,Metal
Demo Team,3:08,Dance Gavin Dance,Acceptance Speech 2.0,Rock
Demo Team,3:08,Dance Gavin Dance,Acceptance Speech,Rock
Deluge,3:51,Closure In Moscow,First Temple,Rock
Deliver Me,4:14,Parkway Drive,,Metalcore
Deliver Me,4:14,Parkway Drive,Deep Blue,Metalcore
Degenerates,5:14,I the Mighty,Where the Mind Wants to Go / Where You Let It Go,Alternative
Degenerate,2:11,Evan Brewer,Alone,Other
Deep Down,3:26,Saosin,In Search Of Solid Ground,Alternative & Punk
The Decline,0:16,Evan Brewer,Alone,Other
Decimation & Burial,3:32,"Oh, Sleeper",Bloodied / Unbowed,Metal
Deception,3:52,Dance Gavin Dance,Mothership,Rock
A Decade of Pain and Still in the Game.,3:05,Jonny Craig,The Places We'll Never Be,R&B/Soul
(Début),1:27,Anberlin,Cities,Alternative
Death Rattle,4:55,Agent Fresco,Destrier,Alternative
Death of the Robot with Human Hair,5:08,Dance Gavin Dance,Acceptance Speech 2.0,Rock
Death of the Robot with Human Hair,5:07,Dance Gavin Dance,Acceptance Speech,Rock
Death of An Executioner,4:28,Pierce the Veil,The Jaws of Life,Alternative
Death of a Strawberry (Tree City Sessions),4:10,Dance Gavin Dance,Tree City Sessions,Rock
Death of a Strawberry,4:11,Dance Gavin Dance,Instant Gratification,Rock
Death Note (feat. Ichika),3:40,Polyphia,New Levels New Devils,Prog-Rock/Art Rock
Death Never Lets Us Say Goodbye,3:19,SLAVES,Routine Breathing,Rock
Death is an Alcoholic,3:22,Maylene & The Sons Of Disaster,II,Hardcore/Rock/Punk
Death from Above,3:37,"Oh, Sleeper",The Titan - EP,Heavy Metal
Death Breath,4:21,Bring Me The Horizon,Suicide Season,Deathcore
"Dear Jeff,",2:13,Axel Mansoor,i hadn't ever loved myself,Pop
Dear G,3:08,Manuel Gardner Fernandes,Volume II,Rock
Dear Diary,5:01,Manuel Gardner Fernandes,Volume I,Pop
Dealers of Fame,2:58,"Oh, Sleeper",Children Of Fire,Metalcore
Deadweight,3:47,Parkway Drive,,Metalcore
Deadweight,3:47,Parkway Drive,Deep Blue,Metalcore
Deadrose,3:40,Unprocessed,Deadrose - Single,Rock
Dead!,3:16,My Chemical Romance,The Black Parade,Alternative
Dead Man's Chest,3:22,Parkway Drive,Horizons,Alternative
The Dead Don't Starve,4:57,The Dear Hunter,The Color Spectrum: The Complete Collection,Alternative
Dead as History,5:29,The Dillinger Escape Plan,Ire Works,Metal
Dead & Gone,4:55,Cute Is What We Aim For,Punk Goes Pop 3,Rock
De Coelesti Hierarchia,3:35,Eidola,Degeneraterra,Rock
Daytona,4:14,Yelawolf & Caskey,Yelawolf Blacksheep,Hip-Hop/Rap
Days End,3:11,Ivoryline,There Came A Lion,Alternative Rock
Daylight,4:48,Yelawolf,Trial By Fire,Hip-Hop/Rap
Daydream,2:19,The Lovin' Spoonful,Platinum & Gold Collection: The Lovin' Spoonful,Pop
A Day Late [Acoustic Version],4:15,Anberlin,Lost Songs,Alternative
A Day Late,3:25,Anberlin,Never Take Friendship Personal,Alternative
The Day Hell Broke Loose at Sicard Hollow,4:43,Maylene & The Sons Of Disaster,II,Hardcore/Rock/Punk
Day and Age,2:41,Julian Lage,World's Fair,Jazz
David,2:28,Animals As Leaders,Weightless,Rock
Dave On Acid,1:14,Trevor Rabin,Hot Rod,Soundtrack
Darkest of Kin,3:15,Maylene & The Sons Of Disaster,II,Hardcore/Rock/Punk
Dark Water,3:38,Agent Fresco,Destrier,Alternative
Dark Sun,3:39,Dayseeker,Dark Sun,Rock
Dark Passage,1:28,Andrew Prahlow,Outer Wilds: Echoes of the Eye (The Lost Reels) [Deluxe Original Game Soundtrack],Soundtrack
Dark Bramble,3:36,Andrew Prahlow,Outer Wilds (Original Soundtrack),Soundtrack
DareHeGo,4:16,Yelawolf,Creek Water,
The Dangling Conversation,2:42,Simon & Garfunkel,"Parsley, Sage, Rosemary and Thyme",Pop
DANGEROUS,3:43,Anchor & Braille,TENSION,Indie Rock
Danger On the Track,3:44,Europe,Hot Rod,Soundtrack
The Danger in Starting a Fire,3:03,A Day to Remember,,Alternative
The Danger in Starting a Fire,3:03,A Day to Remember,For Those Who Have Heart,Alternative
Danger (feat. Jeff Loomis & Veil Of Maya),5:00,The Home Team,Slow Bloom,Pop Punk
Danger,4:12,Emarosa,Sting,Pop
Dancing Nowhere,3:45,Stacey Q,Better Than Heaven,Dance
"Dance, Dance, Christa Paffgen",7:07,Anberlin,Never Take Friendship Personal,Alternative
Dance Me to the End of Love (Bonus Track),3:05,The Civil Wars,Barton Hollow,Singer/Songwriter
"Damn the Man, Save the Empire",3:57,Pierce the Veil,The Jaws of Life,Alternative
Damn Regret,2:46,The Red Jumpsuit Apparatus,Don't You Fake It,Rock
Daisy,4:19,Switchfoot,Nothing Is Sound,Alternative
Daddy's Lambo,3:48,Yelawolf,Trunk Muzik 0-60,Rap
D.R.E.A.M.,3:23,Jonny Craig,Find Your Home - EP,R&B/Soul
Cylindrical Sea,4:33,Animals As Leaders,Weightless,Rock
Curse of the Ninth,5:52,Trioscapes,Separate Realities,Jazz
A Curse Of Cynicism,3:11,The Dear Hunter,The Color Spectrum: The Complete Collection,Alternative
Currents Convulsive,3:36,Pierce The Veil,A Flair For The Dramatic,Punk
Current Events,4:17,Dance Gavin Dance,Jackpot Juicer,Rock
Currency,3:54,Evan Brewer,Alone,Other
Curiosity,0:31,Andrew Prahlow,Outer Wilds (Original Soundtrack),Soundtrack
Culture Shock,4:42,Polyphia,Renaissance,Alternative
Cult Leader,5:57,Whale Bones,"Close All the Blinds, Lock All the Doors, Say No One's Home - EP",Singer/Songwriter
The Cuddler,2:33,Dance Gavin Dance,Instant Gratification,Rock
Crystal Morning,2:02,The Dillinger Escape Plan,,
Crystal Morning,2:02,The Dillinger Escape Plan,Option Paralysis,
Crystal Ann,1:41,Annihilator,Alice In Hell,Metal
Crying While You're Dancing,3:35,Dayseeker,Dark Sun,Rock
Cry Me a River (Justin Timberlake Cover),3:19,Jonny Craig,Covers,
Crush Resistance,3:16,Haste The Day,,Metal
Crush Resistance,3:16,Haste The Day,Attack Of The Wolf King,Metal
Crush,4:01,Polyphia,Renaissance,Alternative
Crucify Me,6:20,Bring Me The Horizon,"There Is A Hell Believe Me I've Seen It, There Is A Heaven Let's Keep It A Secret",Metal
Crow and Cackle,5:42,The Dear Hunter,The Color Spectrum: The Complete Collection,Alternative
Crosty,3:06,Polyphia,The Most Hated - EP,Alternative
Crossing The Rubicon,5:06,The Human Abstract,Nocturne,Rock
Crossburner,5:05,The Dillinger Escape Plan,One Of Us Is The Killer,Rock
Crooked Soul,3:55,Dayseeker,Sleeptalk,Hard Rock
The Crooked Path,3:36,The Showdown,,Christian Metal
The Crooked Path,3:36,The Showdown,Blood In The Gears,Christian Metal
Croakies And Boatshoes,2:23,Between the Buried and Me,Alaska (2020 Remix / Remaster),Metal
Crew Cuts feat. Xperience,3:29,Macklemore and Ryan Lewis,,
Crew Cuts feat. Xperience,3:29,Macklemore and Ryan Lewis,The VS. Redux,
Crew Cuts [Jake One REMIX],3:58,Macklemore and Ryan Lewis,The VS. Redux,
Crescent,4:24,Animals As Leaders,The Joy of Motion,Metal
Creep [Acoustic/AOL Sessions],4:16,Anberlin,Lost Songs,Alternative
The Creep (featuring Nicki Minaj and John Waters),2:39,The Lonely Island,Turtleneck & Chain,
CreekWater,4:37,Yelawolf,Creek Water,
Create Couldn't Keep Up,7:12,Tides of Man,,Rock
Create Couldn't Keep Up,7:12,Tides of Man,Empire Theory,Rock
Cream Of The Crop,3:40,Dance Gavin Dance,Jackpot Juicer,Rock
Crazy Train,4:57,Forever The Sickest Kids,Punk Goes Classic Rock,
Crash and Burn,4:08,Dayseeker,Sleeptalk,Hard Rock
Covington,2:31,Cloudkicker,The Discovery,
Country Rich (feat. DJ Paul),3:53,Yelawolf,Ghetto Cowboy,Hip-Hop/Rap
Counterfeit Shrines,4:35,Eidola,The Architect,Rock
Count Bassy,4:05,Dance Gavin Dance,Artificial Selection,Rock
Couldn't Let You Love Me,1:07,Closure In Moscow,First Temple,Alternative
Couldn't Let You Love Me,1:07,Closure In Moscow,First Temple,Alternative
Coordinate Love,2:59,Sianvar,Stay Lost,Rock
Cool Beans (Explicit),2:37,Rod & Kevin & B-Legit,Hot Rod,Soundtrack
Cool Beans,2:36,Rod & Kevin & B-Legit,Hot Rod,Soundtrack
Cookies (feat. Cub da CookUpBoss),2:50,Yelawolf & Caskey,Yelawolf Blacksheep,Hip-Hop/Rap
Contrition,5:13,Whale Bones,Island Fire,Alternative
Contradiction (featuring Evan Roman),4:29,Macklemore,The Language Of My World,Seattle Underground
Contraband,2:46,Evan Brewer,Alone,Other
Contra: Second Temple,6:15,Eidola,Degeneraterra,Rock
Continuum,4:34,Jaco Pastorius,Jaco (Original Soundtrack),Soundtrack
Continue?,4:16,Chon,Homey,Rock
Contents Within,6:07,Tides of Man,,Rock
Contents Within,6:07,Tides of Man,Empire Theory,Rock
Constitutional Masturbation,3:36,Job For A Cowboy,Ruination,Technical Death Metal
Conspiranoia,11:31,Primus,Conspiranoid - EP,Hard Rock
Consider Yourself Judged,4:45,T.R.A.M.,Lingua Franca,Experimental
The Conscience Speaks,1:13,"Oh, Sleeper",Children Of Fire,Metalcore
Conoco,4:18,Yelawolf,Mud Mouth,Hip-Hop/Rap
Conflicts,3:35,Decoder,Decoder,Rock
Conflict Cartography,5:00,Animals As Leaders,Parrhesia,Metal
Condemned to the Gallows,6:35,Between the Buried and Me,Automata I,Metal
Concrete Swan Dive,5:51,Thank You Scientist,Maps of Non - Existent Places,Rock
Compromise,3:02,Eidola,Degeneraterra,Rock
Complex Terms,5:11,The Human Abstract,,Metal
Complex Terms,5:11,The Human Abstract,Digital Veil,Metal
Commissioned By Kings,3:43,"Oh, Sleeper",,Christian Metal
Commissioned By Kings,3:43,"Oh, Sleeper",Son of the Morning,Christian Metal
The Comfort We Find in Our Vices,4:17,Eidola,Degeneraterra,Rock
The Comedown,4:09,Bring Me The Horizon,Suicide Season,Deathcore
Come Sail Away,6:07,Styx,The Grand Illusion,Rock
"Come On, Come Over",3:53,Jaco Pastorius,Jaco (Original Soundtrack),Soundtrack
Come On Over,3:23,Yelawolf,Arena Rap (EP),Hip-Hop/Rap
Come Close,3:16,Saosin,Saosin [Clean],Alternative
The Coma Machine,7:36,Between the Buried and Me,Coma Ecliptic,Metal
Colossal,3:48,Scale The Summit,,Progressive Metal
Colossal,3:48,Scale The Summit,The Collective,Progressive Metal
Colors Speak True,4:06,Tides of Man,,Rock
Colors Speak True,4:06,Tides of Man,Empire Theory,Rock
The Color Black,4:03,Dayseeker,Sleeptalk,Hard Rock
The Collapse of the Great Tide Cliffs,5:34,The Dear Hunter,The Color Spectrum: The Complete Collection,Alternative
Collapse,3:15,Saosin,Saosin [Clean],Alternative
Collapse,4:46,Anchor & Braille,The Quiet Life,Rock
The Coldest Heart,3:40,The Classic Crime,Albatross,Rock
"Colder Than My Heart, If You Can Imagine",4:03,A Day to Remember,,Alternative
"Colder Than My Heart, If You Can Imagine",4:03,A Day to Remember,For Those Who Have Heart,Alternative
Cold War Transmissions,3:13,Anberlin,Blueprints For The Black Market,Alternative
Cold Sweat,2:32,Axel Mansoor,Cold Sweat - Single,Pop
Cold As Ice,3:16,Foreigner,The Very Best of Foreigner,Rock
Coffee,0:59,Marc Rebillet,Loop Daddy III,R&B/Soul
Coda (Bonus Track),4:43,Junkie XL,Mad Max: Fury Road (Original Motion Picture Soundtrack) [Deluxe Version],Soundtrack
Coconut Grove,2:41,The Lovin' Spoonful,Platinum & Gold Collection: The Lovin' Spoonful,Pop
Cocky,3:34,Tilian,The Skeptic,Alternative
Cockroach King,8:15,Haken,The Mountain,Metal
Coast to Coast,3:12,Gold Necklace,Gold Necklace,Rock
Coalescing Prophecy,3:24,Job For A Cowboy,,Death Metal
Coalescing Prophecy,3:24,Job For A Cowboy,Genesis,Death Metal
Clush,4:10,Isles And Glaciers,The Hearts Of Lonely People,Alternative & Punk
The Club,4:10,Macklemore,,Seattle Underground
The Club,4:10,Macklemore,The Unplanned Mixtape,Seattle Underground
Clown,1:38,Manuel Gardner Fernandes,Volume I,Pop
Cloudy,2:18,Simon & Garfunkel,"Parsley, Sage, Rosemary and Thyme",Pop
Closure,3:57,Unprocessed,Artificial Void,Metal
Closer To The Edge,4:34,30 Seconds To Mars,This Is War,Alt. Rock
Closer Than We Think,4:07,The Classic Crime,The Silver Cord,Rock
CLOSER & FARTHER,2:41,Anchor & Braille,TENSION,Indie Rock
Closer,3:18,Unprocessed,Gold,Alternative
Closer,3:47,Anberlin,"Dark Is The Way, Light Is A Place",Alternative
Closed Eyes Still Look Forward,3:28,Chiodos,Illuminaudio,Punk
A Climate For Change,3:39,Evan Brewer,Alone,Other
Clean,2:43,Marc Rebillet,Loop Daddy III,R&B/Soul
Claws of a God,2:43,"Oh, Sleeper",Children Of Fire,Metalcore
Claw Trucks,5:32,Junkie XL,Mad Max: Fury Road (Original Motion Picture Soundtrack),Soundtrack
Classical Thump,4:40,Victor Wooten,A Show of Hands 15,Jazz
Claimin The City (featuring Abyssinian Creole),4:28,Macklemore,The Language Of My World,Seattle Underground
City In The Sky,5:03,Scale The Summit,Carving Desert Canyons,Prog Tech Metal
City Hall,6:37,Upon A Burning Body,,Deathcore
City Hall,6:37,Upon A Burning Body,The World Is Ours,Deathcore
City Don't Sleep (featuring Don-P),3:31,Macklemore,The Language Of My World,Seattle Underground
City Boy Blues,4:06,Action Bronson,Mr. Wonderful,Hip-Hop/Rap
Citadel,1:29,Agent Fresco,Destrier,Alternative
Circles,3:48,B.o.B,Strange Clouds,Hip-Hop
Cinnamon,3:06,Emarosa,Sting,Pop
The Church of the Technochrist,6:46,Closure In Moscow,Pink Lemonade,Alternative
Church (Ft Geo Of Blue Scholars),3:53,Macklemore,The Unplanned Mixtape,Seattle Underground
Chucky vs. The Giant Tortoise,3:56,Dance Gavin Dance,Mothership,Rock
Chromology,9:49,Thank You Scientist,Terraformer,Rock
The Choreographer,3:12,Action Bronson,Blue Chips 7000,Hip-Hop/Rap
Chop Chop Chop,4:07,Action Bronson,Blue Chips 7000,Hip-Hop/Rap
CHOP ANOTHER ROCK,4:27,RiFF RaFF,Hologram Panda,
Chocolate Jackalope,3:50,Dance Gavin Dance,Mothership,Rock
Chinese Whispers,4:07,The Dillinger Escape Plan,Option Paralysis,
Chimera (feat. Lil West),3:57,Polyphia,Remember That You Will Die,Rock
Children of Fire,3:29,"Oh, Sleeper",Children Of Fire,Metalcore
Children of Divorce (Acoustic),3:55,Jonny Craig,A Dream Is a Question You Don't Know How To Answer,Acoustic
Children of Divorce,3:59,Jonny Craig,A Dream Is a Question You Don't Know How To Answer,Rock
Children,2:39,Manuel Gardner Fernandes,Volume I,Pop
Chewing the Stitch,3:08,"Oh, Sleeper",Children Of Fire,Metalcore
Cherokee,4:10,Europe,Hot Rod,Soundtrack
Chemicals,3:36,Tilian,Material Me,Pop
Chemical Kids And Mechanical Brides,3:41,Pierce The Veil,A Flair For The Dramatic,Punk
Chemical Fires,3:59,Tides of Man,Dreamhouse,Rock
Chelsea Smile,5:03,Bring Me The Horizon,Suicide Season,Deathcore
Checkpoint,3:06,Chon,Homey,Rock
The Cheap Bouquet,3:49,Pierce The Veil,A Flair For The Dramatic,Punk
Chase,3:10,Giorgio Moroder,Hot Rod,Soundtrack
CHARGERS (Prod. SK The Hit Man),3:47,RiFF RaFF,Hologram Panda,
Chapter Doof (Extended Version),7:05,Junkie XL,Mad Max: Fury Road (Original Motion Picture Soundtrack),Soundtrack
Chaos in Motion,3:15,I the Mighty,Where the Mind Wants to Go / Where You Let It Go,Alternative
Channel Detritus,5:28,The Human Abstract,Nocturne,Rock
Changing,3:47,Saosin,In Search Of Solid Ground,Alternative & Punk
Change The World (Lost Ones),4:00,Anberlin,Blueprints For The Black Market,Alternative
Change,3:12,Yelawolf,Love Story,Hip-Hop/Rap
Chandelier (feat. Lauriana Mae),4:00,B.o.B,Strange Clouds,Hip-Hop
Champagne's for Celebrating (I'll Have a Martini),3:57,Mayday Parade,A Lesson in Romantics,Alternative
Champagne (feat. Nick Johnston),4:25,Polyphia,Muse,Rock
The Chairman’s Intent,2:44,Action Bronson,Blue Chips 7000,Hip-Hop/Rap
Ch-Check It Out,3:12,Beastie Boys,To the 5 Boroughs (Deluxe Version),Hip-Hop/Rap
CH 375 268 277 ARS,2:32,The Dillinger Escape Plan,One Of Us Is The Killer,Rock
Cerberus - The Hellhound Awaits,4:28,The Showdown,Back Breaker,Rock/Metal
Century,2:55,Julian Lage,World's Fair,Jazz
Cemetery Weather,7:00,Isles And Glaciers,The Hearts Of Lonely People,Alternative & Punk
"Cello Sonata in G Minor, Op. 65: III. Largo",3:29,Bernd Glemser & Maria Kliegel,50 of the Best: Chopin,Classical
Celestial Terrestrial Commuters,5:21,Trioscapes,Separate Realities,Jazz
Cecilia,2:53,Simon & Garfunkel,,
Cecilia,2:53,Simon & Garfunkel,Greatest Hits,
Cecilia,2:55,Simon & Garfunkel,Bridge Over Troubled Water,Pop
Cecilia,2:55,Simon & Garfunkel,Bridge Over Troubled Water,Pop
Caves,3:40,Chiodos,Illuminaudio,Punk
Caverns,7:06,Thank You Scientist,Stranger Heads Prevail,Rock
The Cave,3:38,Mumford & Sons,,
The Cave,3:38,Mumford & Sons,Sigh No More,
Caution: Dangerous Curves Ahead,3:22,Maylene & The Sons of Disaster,Maylene & The Sons of Disaster,Rock
Caustic Prayer,3:39,Eidola,The Architect,Rock
'Cause I'm a Man,4:02,Tame Impala,Currents,Alternative
Cause For Concern,5:11,Evan Brewer,Your Itinerary,Rock
Caught Up In You,4:05,We The Kings,Punk Goes Classic Rock,
Caught In The Carousel,2:58,Tilian,Factory Reset,Alternative
Catharsis For The Buried,1:00,Job For A Cowboy,DOOM,Grindcore
Catfish Billy 2,3:18,Yelawolf,Trunk Muzik 3,Hip-Hop/Rap
Catfish Billy,4:22,Yelawolf,Trunk Muzik Returns,
Catch You On The Other Side,4:35,Yelawolf & Shooter Jennings,Sometimes Y,Rock
Catch & Release,3:25,Thomas Giles,Pulse,
The Catch,3:19,Yelawolf & DJ Muggs,Mile Zero,Hip-Hop/Rap
Cat and Mouse,3:29,The Red Jumpsuit Apparatus,Don't You Fake It,Rock
Castles (feat. Trey Songz),3:55,B.o.B,Strange Clouds,Hip-Hop
Casting Dreams,2:40,Kurt Travis,Everything Is Beautiful,Alternative
Castaways,2:26,Andrew Prahlow,Outer Wilds (Original Soundtrack),Soundtrack
Castaway Angels,4:53,Leprous,Aphelion,Rock
Cashing Your Reality Check,3:26,Settle Your Scores,The Wilderness,Rock
Cascade,6:00,Plini,Handmade Cities,Metal
Cascade,5:12,The Dear Hunter,Act V: Hymns with the Devil in Confessional,Alternative
Casablanca Sucked Anyways.,2:57,A Day to Remember,Old Record,Alternative
Carve,2:49,Dance Gavin Dance,Acceptance Speech 2.0,Rock
Carve,2:49,Dance Gavin Dance,Acceptance Speech,Rock
Carry On Wayward Son,5:24,Kansas,,
Carry On Wayward Son,5:23,Kansas,Kansas,Rock
Carry On Wayward Son,5:24,Kansas,The Best Of Kansas,
The Carpenter and the Dainty Bride,6:36,Primus,Animals Should Not Try to Act Like People: Promo de Fromage - EP,Hard Rock
Carpathian Forest,4:37,Heilung,Lifa,Worldwide
The Carpathian,3:18,The Acacia Strain,Wormwood,Rock
The Carpal Tunnel of Love,3:24,Fall Out Boy,Infinity On High,Rock
Carousel (instrumental),10:30,Haken,Virus (Deluxe Edition),Rock
Carousel,10:30,Haken,Virus (Deluxe Edition),Rock
Carnival,6:33,Thank You Scientist,Maps of Non - Existent Places,Rock
Carlito's Way,2:54,Upon A Burning Body,,Deathcore
Carlito's Way,2:54,Upon A Burning Body,The World Is Ours,Deathcore
Carl Barker (Tree City Sessions),5:19,Dance Gavin Dance,Tree City Sessions,Rock
Care,4:26,Dance Gavin Dance,Artificial Selection,Rock
Cardigans And Swing Sets,2:18,Craig Owens,,General Alternative Rock
Cardigans And Swing Sets,2:18,Craig Owens,Mε την αγάπη (With Love),General Alternative Rock
Caraphernelia,4:29,Pierce The Veil,Selfish Machines Deluxe Edition,Post Hardcore
"Captain Hook (feat. Baby Theo, Bootsy Collins & Mushy Kay)",2:41,Vulfpeck,Mr Finish Line,Funk
Canyons Sunrise Reprise,7:46,Tame Impala,InnerSpeaker B-Sides & Remixes - EP,Alternative
The Canopy,3:52,The Dear Hunter,The Color Spectrum: The Complete Collection,Alternative
Candy And Dreams,4:14,Yelawolf,Arena Rap (EP),Hip-Hop/Rap
Cancer,2:23,My Chemical Romance,The Black Parade,Alternative
Canary Yellow (instrumental),4:15,Haken,Virus (Deluxe Edition),Rock
Canary Yellow,4:15,Haken,Virus (Deluxe Edition),Rock
Can't Wait,3:09,Chon,Grow,Rock
Can't Stop the Killer,3:33,Emery,I'm Only a Man (Bonus Track Version),Rock
Can You Keep A Secret?,3:51,The Cab,Whisper War,Alternative
CAN WE CHiLL (Prod. by Dame Grease),1:44,RiFF RaFF,Hologram Panda,
Can It Be,3:06,Yelawolf,Best Of Freestyles,
Campfire Song,2:06,Andrew Prahlow,Outer Wilds (Original Soundtrack),Soundtrack
"Calm, Calm, Calm Yourself",2:43,Anchor & Braille,Felt,Alternative
Call Me Back,3:00,Gold Necklace,Gold Necklace,Rock
Calentamiento Global,3:58,Dance Gavin Dance,Afterburner,Rock
CAFO,6:41,Animals As Leaders,Animals As Leaders,Progressive Metal
Cadence [Acoustic Version],3:29,Anberlin,Lost Songs,Alternative
Cadence,3:18,Anberlin,Blueprints For The Black Market,Alternative
C'est La Vie,2:45,Yelawolf & Caskey,Yelawolf Blacksheep,Hip-Hop/Rap
C'est la Vie,3:32,Protest The Hero,Scurrilous,Metal
C'est la Mort,2:30,The Civil Wars,Barton Hollow,Singer/Songwriter
Bye Bye Love (Live),2:53,Simon & Garfunkel,Bridge Over Troubled Water,Pop
By My Throne,5:45,Leprous,Pitfalls,Hard Rock
Buttersnips,5:54,Periphery,Periphery [Instrumental Version],Metal
Buttersnips,5:54,Periphery,Periphery,Metal
Butterflies,1:21,Manuel Gardner Fernandes,Volume I,Pop
Butchering The Enlightened,3:30,Job For A Cowboy,Ruination,Technical Death Metal
But There's Wolves,4:05,The Dear Hunter,The Color Spectrum: The Complete Collection,Alternative
But,3:53,Chon,Grow,Rock
Busy Being Fabulous,4:21,The Eagles,Long Road Out Of Eden [Disc 1],Rock
Busy,3:06,Axel Mansoor,Busy - Single,Pop
Business Casual (feat. Coco O.),3:04,Vulfpeck,Mr Finish Line,Funk
Bush Song,2:52,Macklemore,The Language Of My World,Seattle Underground
Bury Your Head,3:34,Saosin,Saosin [Clean],Alternative
Burning to the End (feat. Axel Mansoor & Kelsey Jane),3:20,Starvon,Burning to the End (feat. Axel Mansoor & Kelsey Jane) - Single,Electronic
